      59
       1
     0.200000      2.06573    0.0348783
     0.300000      1.89297   0.00618043
     0.400000      1.85753   0.00444235
     0.500000      1.84212   0.00339407
     0.600000      1.83170   0.00269373
     0.700000      1.82476   0.00222380
     0.800000      1.82000   0.00183404
     0.900000      1.82000   0.00156814
      1.00000      1.82000   0.00130224
      1.10000      1.81866   0.00112943
      1.20000      1.81673  0.000998302
      1.30000      1.81480  0.000867176
      1.40000      1.81286  0.000736050
      1.50000      1.81093  0.000604924
      1.60000      1.80899  0.000523789
      1.70000      1.80705  0.000488776
      1.80000      1.80512  0.000453762
      1.90000      1.80318  0.000418749
      2.00000      1.80124  0.000383736
      2.10000      1.79930  0.000348723
      2.20000      1.79736  0.000313710
      2.30000      1.79543  0.000278696
      2.40000      1.79349  0.000243683
      2.50000      1.79155  0.000208670
      2.60000      1.78961  0.000173657
      2.70000      1.78767  0.000138644
      2.80000      1.78574  0.000103630
      2.90000      1.78380  6.86171e-05
      3.00000      1.78186  3.36040e-05
      3.10000      1.78000      0.00000
      3.20000      1.78000      0.00000
      3.30000      1.78000      0.00000
      3.40000      1.78000      0.00000
      3.50000      1.78000      0.00000
      3.60000      1.77354      0.00000
      3.70000      1.77000      0.00000
      3.80000      1.76527      0.00000
      3.90000      1.76000      0.00000
      4.00000      1.76000      0.00000
      4.10000      1.76000      0.00000
      4.20000      1.75520      0.00000
      4.30000      1.75000      0.00000
      4.40000      1.75000      0.00000
      4.50000      1.74537      0.00000
      4.60000      1.74000      0.00000
      4.70000      1.74000      0.00000
      4.80000      1.74000      0.00000
      4.90000      1.74000      0.00000
      5.00000      1.73273  3.39499e-06
      5.10000      1.71803  1.02529e-05
      5.20000      1.70591  1.68644e-05
      5.30000      1.69689  2.31791e-05
      5.40000      1.68804  2.93706e-05
      5.50000      1.67976  3.51645e-05
      5.60000      1.67149  4.09584e-05
      5.70000      1.66379  4.63435e-05
      5.80000      1.65623  5.16390e-05
      5.90000      1.64878  5.68444e-05
      6.00000      1.64190  6.16295e-05
